,smiles,sequence,interactions
3587,404,375,0
3588,3345,1283,0
3589,1808,1897,1
3590,2446,67,1
3591,1688,29,1
3592,2555,168,0
3593,866,1467,0
3594,3347,48,1
3595,2078,840,0
3596,1567,1140,1
3597,137,550,1
3598,809,1988,0
3599,1374,638,1
3600,192,222,1
3601,396,94,1
3602,137,278,1
3603,873,981,1
3604,110,842,0
3605,3350,67,1
3606,1725,155,0
3607,2593,1793,0
3608,2094,136,0
3609,409,29,1
3610,3352,87,1
3611,3355,1178,1
3612,1304,1800,0
3613,2140,195,1
3614,211,998,1
3615,2590,386,1
3616,2369,14,1
3617,795,1992,0
3618,2946,31,0
3619,1032,730,0
3620,3116,697,0
3621,165,402,1
3622,1176,29,1
3623,3359,449,0
3624,810,940,0
3625,1732,1712,1
3626,3087,611,1
3627,3360,1599,0
3628,1965,1248,1
3629,2521,405,1
3630,212,515,0
3631,2683,914,1
3632,1099,77,1
3633,467,988,0
3634,2565,103,1
3635,1725,1508,0
3636,1250,240,1
3637,1930,695,0
3638,1067,77,1
3639,3363,296,0
3640,694,1275,1
3641,376,1191,0
3642,2272,1993,0
3643,3350,475,1
3644,3364,1590,1
3645,3361,803,1
3646,337,917,1
3647,3365,1768,0
3648,778,70,0
3649,3366,1445,0
3650,3367,1139,0
3651,3232,1985,0
3652,1408,825,0
3653,2502,77,1
3654,148,337,1
3655,55,3,1
3656,1016,1286,0
3657,648,253,1
3658,1602,1767,0
3659,1646,1730,1
3660,530,1994,0
3661,1847,557,0
3662,2386,1059,0
3663,2862,92,1
3664,3368,1111,1
3665,372,1995,1
3666,2502,125,1
3667,286,1488,1
3668,3240,1573,0
3669,303,652,0
3670,1434,660,0
3671,1414,140,1
3672,3371,290,0
3673,2226,1245,0
3674,2620,1830,0
3675,3373,482,0
3676,1936,386,1
3677,3374,405,1
3678,1159,87,1
3679,3375,128,0
3680,3376,1070,1
3681,468,1861,0
3682,3377,248,0
3683,1909,1895,0
3684,315,675,0
3685,3380,1879,1
3686,1075,77,1
3687,3271,316,0
3688,1435,643,0
3689,962,235,1
3690,882,1996,1
3691,2645,1997,0
3692,3384,92,1
3693,128,1998,0
3694,3157,1466,0
3695,3387,2000,0
3696,2575,1935,0
3697,1390,1847,0
3698,3388,894,0
3699,2260,1784,0
3700,2411,1510,1
3701,3389,665,0
3702,151,1828,1
3703,2389,18,1
3704,3391,861,0
3705,193,611,1
3706,2426,1448,0
3707,3106,38,0
3708,3392,1047,0
3709,2442,503,0
3710,3393,1481,0
3711,1577,997,0
3712,3394,72,1
3713,1801,217,0
3714,3395,1961,0
3715,1063,772,1
3716,2352,437,1
3717,2445,339,0
3718,1842,2001,1
3719,420,835,1
3720,1430,339,0
3721,3397,781,0
3722,148,2002,0
3723,3399,708,0
3724,3010,1924,0
3725,3402,228,0
3726,335,1419,0
3727,3122,1459,0
3728,1523,1480,0
3729,1746,1084,0
3730,36,1178,0
3731,1367,1117,0
3732,1837,290,0
3733,3161,278,1
3734,3406,1314,0
3735,44,835,1
3736,3407,690,1
3737,1249,356,0
3738,1450,837,1
3739,287,339,1
3740,291,79,0
3741,3409,2005,0
3742,3346,1893,0
3743,2445,1193,0
3744,2297,130,1
3745,3411,1684,0
3746,3412,1006,0
3747,3127,525,0
3748,876,613,1
3749,2181,1536,0
3750,309,775,0
3751,3414,268,1
3752,3415,296,0
3753,1182,16,1
3754,2217,616,0
3755,103,35,1
3756,1801,308,1
3757,1187,1732,0
3758,1654,1484,0
3759,3213,708,0
3760,1723,656,0
3761,1323,1551,0
3762,3419,611,0
3763,944,886,0
3764,3422,24,1
3765,2034,114,1
3766,1313,214,1
3767,2635,1707,0
3768,409,624,0
3769,2830,1238,0
3770,286,165,1
3771,1660,1893,0
3772,3424,902,1
3773,995,716,0
3774,3425,2002,0
3775,3426,67,0
3776,533,921,0
3777,996,57,1
3778,1805,136,0
3779,3427,788,0
3780,3429,14,1
3781,3430,1924,0
3782,1000,2012,0
3783,795,1514,0
3784,2029,29,1
3785,886,2014,0
3786,2854,752,0
3787,2084,29,1
3788,1305,1132,1
3789,668,189,1
3790,236,437,0
3791,3401,536,1
3792,3434,186,1
3793,364,1119,0
3794,3435,2015,0
3795,3406,779,1
3796,3437,64,0
3797,1968,943,0
3798,972,1850,0
3799,3439,375,1
3800,512,959,1
3801,1376,437,1
3802,631,19,1
3803,724,1692,0
3804,3440,29,0
3805,1474,1838,0
3806,316,700,0
3807,873,994,1
3808,412,77,1
3809,3093,218,0
3810,1277,1550,0
3811,662,1601,1
3812,3443,2017,0
3813,623,2018,1
3814,444,237,1
3815,3444,1474,0
3816,2722,90,1
3817,1965,240,1
3818,3445,69,1
3819,3446,1835,0
3820,1737,136,1
3821,714,356,0
3822,1863,715,0
3823,354,534,0
3824,3449,624,0
3825,3450,44,0
3826,1684,118,1
3827,3451,889,1
3828,1840,77,1
3829,1765,1178,1
3830,1994,14,1
3831,2148,991,0
3832,2996,1358,1
3833,2635,1821,0
3834,943,1539,0
3835,3407,942,0
3836,3083,2005,0
3837,140,1706,0
3838,1710,295,1
3839,2491,2021,0
3840,2738,1321,0
3841,251,94,1
3842,660,77,1
3843,1394,666,1
3844,1939,1113,1
3845,3455,19,1
3846,1953,2022,1
3847,1839,591,0
3848,3458,859,1
3849,85,77,1
3850,2903,1384,0
3851,1586,1798,0
3852,1315,1102,1
3853,3134,2024,0
3854,809,1523,1
3855,3460,18,0
3856,2413,41,0
3857,439,195,1
3858,2303,2025,0
3859,662,945,0
3860,13,318,1
3861,1422,257,0
3862,1486,50,0
3863,3132,157,0
3864,3463,480,1
3865,2211,1742,0
3866,85,319,1
3867,3286,734,0
3868,254,193,0
3869,3063,440,0
3870,3466,578,1
3871,2031,1253,0
3872,96,125,1
3873,2322,1184,0
3874,692,56,0
3875,2081,433,1
3876,3468,767,1
3877,2517,187,0
3878,44,90,1
3879,903,1897,1
3880,3469,1549,0
3881,57,1106,0
3882,3470,27,1
3883,123,164,0
3884,1901,1542,0
3885,896,1186,1
3886,633,657,0
3887,488,304,1
3888,3472,1611,0
3889,1026,816,0
3890,2250,195,1
3891,3473,1330,0
3892,3474,2031,1
3893,922,190,0
3894,1718,77,1
3895,472,481,1
3896,488,589,1
3897,2105,1730,1
3898,3301,193,0
3899,2132,528,0
3900,344,136,1
3901,2980,67,1
3902,3422,215,0
3903,3475,2032,1
3904,2590,411,0
3905,2003,90,1
3906,2498,649,0
3907,3476,1505,0
3908,3477,911,1
3909,3478,550,0
3910,3479,1265,0
3911,873,194,1
3912,1775,261,1
3913,2492,1220,0
3914,1,1629,1
3915,3350,130,1
3916,3482,22,0
3917,3483,387,0
3918,109,257,1
3919,1481,1602,0
3920,2284,819,0
3921,3485,1619,0
3922,644,1601,0
3923,1917,682,1
3924,2937,381,0
3925,3487,125,1
3926,2794,1791,0
3927,13,689,1
3928,1188,77,1
3929,2370,537,0
3930,722,11,0
3931,625,203,0
3932,286,25,1
3933,1248,772,0
3934,3303,965,0
3935,2549,254,1
3936,2322,253,1
3937,1732,2010,1
3938,2935,437,0
3939,2334,479,1
3940,3489,819,0
3941,1476,1861,0
3942,3490,77,1
3943,84,113,0
3944,625,354,1
3945,3491,469,1
3946,3493,1929,0
3947,991,14,1
3948,621,879,0
3949,246,54,1
3950,2560,1878,0
3951,1924,1237,0
3952,905,1339,1
3953,1129,249,1
3954,2571,1260,0
3955,110,2006,0
3956,469,272,1
3957,1555,1735,0
3958,2465,556,1
3959,1590,147,1
3960,2094,1336,0
3961,2682,894,0
3962,2674,77,1
3963,1444,1257,0
3964,1645,1239,1
3965,966,675,1
3966,2711,512,0
3967,3137,849,0
3968,174,2034,0
3969,2177,396,0
3970,369,963,1
3971,2189,481,0
3972,896,1813,0
3973,3500,1807,0
3974,2269,356,1
3975,1450,138,1
3976,2830,314,1
3977,2477,87,1
3978,668,1550,0
3979,3251,405,1
3980,613,510,0
3981,3502,1304,1
3982,138,254,0
3983,3387,2036,1
3984,148,998,1
3985,3220,132,0
3986,3057,1653,1
3987,3511,2000,0
3988,3512,914,1
3989,192,29,1
3990,3513,675,1
3991,3514,1705,0
3992,2015,19,1
3993,1884,807,1
3994,490,194,1
3995,1315,1232,1
3996,649,29,1
3997,3517,1688,0
3998,2591,67,1
3999,3519,1913,0
4000,2219,2031,0
4001,3209,1395,0
4002,109,11,1
4003,83,281,1
4004,1997,799,0
4005,1485,1892,1
4006,1542,237,1
4007,2032,1326,0
4008,1065,380,1
4009,1431,18,1
4010,3524,1265,1
4011,3525,254,0
4012,1671,1950,0
4013,1809,2039,0
4014,2200,77,1
4015,794,849,1
4016,1966,1085,0
4017,995,465,0
4018,3146,56,0
4019,1618,94,1
4020,3526,821,0
4021,2315,125,1
4022,3527,111,1
4023,1978,238,0
4024,354,1924,0
4025,1103,443,1
4026,3528,268,1
4027,1665,29,1
4028,3529,304,0
4029,2017,1769,1
4030,649,638,1
4031,482,67,1
4032,1313,694,1
4033,2525,2040,0
4034,656,1970,0
4035,995,921,0
4036,2826,2041,0
4037,715,1935,0
4038,166,998,1
4039,2050,686,1
4040,469,1598,1
4041,1443,1988,0
4042,2821,1626,1
4043,1052,1982,0
4044,1403,69,1
4045,583,989,1
4046,2788,1955,0
4047,46,1723,0
4048,956,1762,0
4049,2392,125,1
4050,3530,1004,0
4051,1138,2006,1
4052,792,52,1
4053,3175,1879,1
4054,1716,845,0
4055,2419,1401,0
4056,3532,1640,0
4057,1450,325,0
4058,855,1278,0
4059,3457,18,0
4060,2562,1152,1
4061,3533,573,0
4062,3446,216,0
4063,737,1189,0
4064,2894,240,0
4065,937,457,1
4066,2426,1594,0
4067,1536,1707,0
4068,780,192,1
4069,3536,1295,0
4070,3537,1646,0
4071,246,899,0
4072,1442,253,1
4073,1450,1018,1
4074,1667,133,0
4075,613,1692,0
4076,230,727,1
4077,1817,880,1
4078,2471,29,1
4079,3460,807,0
4080,1884,67,1
4081,1126,237,1
4082,2248,132,1
4083,587,263,1
4084,2939,16,0
4085,2619,1787,0
4086,958,185,1
4087,558,1490,1
4088,1545,1611,1
4089,60,1463,0
4090,340,365,0
4091,721,1903,0
4092,10,479,1
4093,1558,2043,0
4094,3139,470,0
4095,1249,318,0
4096,872,392,0
4097,3156,204,0
4098,958,550,1
4099,109,1668,1
4100,2127,1983,0
4101,512,738,1
4102,3540,1468,0
4103,3458,324,0
4104,129,589,0
4105,424,67,1
4106,3476,2034,1
4107,1900,952,1
4108,2322,492,1
4109,362,983,0
4110,3544,273,1
4111,3051,2045,0
4112,988,1781,0
4113,1733,2046,1
4114,3547,297,0
4115,3548,38,1
4116,3549,230,0
4117,1127,921,0
4118,1174,2047,0
4119,3550,111,1
4120,903,636,0
4121,869,254,1
4122,2135,443,1
4123,2527,1273,0
4124,2137,94,1
4125,3552,115,1
4126,1516,296,1
4127,2517,288,0
4128,951,734,0
4129,344,27,1
4130,1775,67,1
4131,151,460,1
4132,1139,853,0
4133,2970,449,0
4134,1219,277,1
4135,1078,835,1
4136,2349,757,1
4137,1978,654,0
4138,295,1972,0
4139,1548,2049,0
4140,423,1297,0
4141,3556,875,1
4142,3280,548,0
4143,1142,611,0
4144,2324,1008,0
4145,103,796,0
4146,940,2051,0
4147,1618,54,0
4148,1508,690,1
4149,3023,810,0
4150,1618,103,1
4151,2532,144,1
4152,3559,683,0
4153,1770,1703,0
4154,2171,575,0
4155,2361,11,1
4156,1241,108,0
4157,916,77,1
4158,1879,1600,0
4159,3490,1746,1
4160,3561,11,1
4161,602,319,1
4162,2305,77,1
4163,1590,27,1
4164,2087,567,1
4165,3564,104,0
4166,3031,165,0
4167,1626,1327,1
4168,1465,1468,0
4169,420,550,1
4170,3202,1013,0
4171,334,1032,0
4172,576,1708,0
4173,286,1372,1
4174,1272,729,0
4175,1156,1991,0
4176,2293,206,1
4177,2318,1019,0
4178,759,445,1
4179,2949,224,0
4180,1936,69,1
4181,1694,1914,0
4182,3105,1166,0
4183,3318,1895,1
4184,2259,142,0
4185,395,388,0
4186,3568,1675,0
4187,3106,111,1
4188,69,405,1
4189,1555,2053,0
4190,3569,625,1
4191,123,34,0
4192,3189,1485,0
4193,3570,161,0
4194,2955,1787,0
4195,1718,29,1
4196,2696,337,0
4197,2466,1055,0
4198,193,1509,1
4199,383,1944,0
4200,2613,405,1
4201,2220,1934,0
4202,2165,118,1
4203,3326,1186,0
4204,2953,646,0
4205,166,130,1
4206,1536,108,0
4207,3573,2055,0
4208,735,1752,1
4209,2225,1521,0
4210,794,835,1
4211,2202,429,1
4212,3407,14,1
4213,2878,77,1
4214,90,339,1
4215,3577,677,1
4216,590,94,1
4217,2129,989,1
4218,3489,736,1
4219,3579,81,0
4220,2489,733,0
4221,914,1140,0
4222,3580,2056,0
4223,477,1175,1
4224,190,2057,0
4225,1490,1441,0
4226,3249,29,1
4227,3581,1414,0
4228,1476,77,1
4229,3583,2029,0
4230,1313,77,1
4231,2827,1926,0
4232,3087,607,0
4233,184,2040,0
4234,3585,1309,1
4235,3394,616,0
4236,2660,1264,0
4237,1098,2014,0
4238,1219,147,1
4239,474,611,1
4240,808,1323,1
4241,1665,86,0
4242,2055,87,1
4243,1371,14,1
4244,3587,510,1
4245,1896,1341,0
4246,1664,212,0
4247,1398,2010,0
4248,2013,19,0
4249,1291,964,0
4250,3407,1191,0
4251,3015,354,0
4252,255,732,1
4253,962,998,1
4254,1673,1265,1
4255,884,1776,1
4256,2039,1317,1
4257,2881,270,0
4258,1198,556,0
4259,2274,412,1
4260,3589,238,0
4261,371,1616,0
4262,1737,52,1
4263,2682,77,1
4264,2634,29,1
4265,3591,72,1
4266,794,400,1
4267,1245,405,1
4268,3594,16,1
4269,3595,1630,0
4270,951,132,1
4271,2252,27,1
4272,3303,14,1
4273,796,472,0
4274,3570,1942,0
4275,3407,77,1
4276,3597,854,1
4277,2245,725,1
4278,1450,192,1
4279,780,87,1
4280,3599,29,1
4281,3600,1264,0
4282,363,118,1
4283,148,278,1
4284,3066,1026,0
4285,3601,1626,1
4286,2612,308,0
4287,1294,52,1
4288,582,84,1
4289,1393,364,1
4290,3603,875,0
4291,3604,235,1
4292,2776,1301,0
4293,1099,94,1
4294,2479,960,0
4295,151,118,1
4296,260,84,1
4297,231,614,0
4298,864,414,0
4299,640,617,0
4300,1803,1736,0
4301,310,1811,0
4302,3607,1664,0
4303,3267,1616,0
4304,8,837,1
4305,374,147,1
4306,3397,1327,1
4307,1080,113,1
4308,3608,456,0
4309,3609,435,0
4310,3062,18,1
4311,3033,1681,0
4312,679,2063,0
4313,3315,2064,1
4314,1369,1737,0
4315,3078,197,0
4316,3610,407,0
4317,1990,1989,0
4318,3612,214,1
4319,3613,239,0
4320,3614,616,0
4321,486,835,0
4322,1834,256,0
4323,1264,1077,0
4324,3615,1441,0
4325,3616,67,1
4326,668,727,1
4327,251,849,1
4328,3059,691,0
4329,497,278,1
4330,815,1855,0
4331,901,1306,0
4332,2131,48,1
4333,1910,1805,0
4334,3618,977,0
4335,882,1444,0
4336,3619,1305,0
4337,3127,1183,0
4338,466,634,0
4339,1750,1385,1
4340,2137,1893,0
4341,2028,147,1
4342,82,416,0
4343,2017,2067,0
4344,2248,1827,0
4345,2524,507,1
4346,1165,14,1
4347,3180,2027,0
4348,2274,1943,1
4349,3626,1625,0
4350,3627,1692,1
4351,1266,524,1
4352,3629,1614,0
4353,3062,77,1
4354,2722,1110,0
4355,3630,1188,0
4356,3603,1488,0
4357,3631,1528,0
4358,2162,170,0
4359,1769,1154,0
4360,807,1240,0
4361,1224,479,1
4362,3134,356,1
4363,765,18,1
4364,3634,938,1
4365,63,1007,1
4366,230,998,1
4367,1083,2019,0
4368,996,1321,1
4369,3635,882,0
4370,1679,422,0
4371,1590,10,1
4372,195,13,1
4373,638,52,1
4374,3637,1328,0
4375,2637,1496,0
4376,588,1879,0
4377,1921,1180,0
4378,826,734,0
4379,3638,1457,0
4380,1545,2068,1
4381,1868,2064,0
4382,2801,1618,0
4383,3639,1180,0
4384,2323,1208,0
4385,884,547,1
4386,756,388,0
4387,578,550,1
4388,1712,901,1
4389,1219,55,1
4390,780,118,1
4391,6,161,1
4392,665,29,1
4393,3644,625,0
4394,3122,1917,0
4395,2604,294,0
4396,63,1231,0
4397,1709,2013,0
4398,3233,638,1
4399,365,73,1
4400,2804,186,1
4401,3645,234,0
4402,3624,882,0
4403,858,1926,1
4404,3646,1827,0
4405,2854,111,0
4406,3647,1664,0
4407,2635,414,0
4408,3648,1261,0
4409,668,194,1
4410,1112,72,1
4411,1374,393,1
4412,3649,1736,0
4413,942,460,1
4414,3018,215,0
4415,3650,405,1
4416,1189,1727,1
4417,3533,851,0
4418,49,538,1
4419,3396,375,0
4420,3073,1089,0
4421,492,414,0
4422,735,877,1
4423,1809,1600,0
4424,578,130,1
4425,3651,1626,0
4426,32,77,1
4427,3652,1089,0
4428,195,999,1
4429,1300,136,1
4430,1546,132,1
4431,735,973,1
4432,568,1178,0
4433,816,992,0
4434,271,14,1
4435,3576,611,0
4436,3654,1092,1
4437,863,1682,0
4438,453,1601,0
4439,2848,2025,0
4440,2193,72,1
4441,521,810,0
4442,299,77,1
4443,694,1055,1
4444,1884,77,1
4445,780,550,1
4446,3154,3,1
4447,2795,2027,0
4448,1795,140,1
4449,2839,961,0
4450,1887,1985,0
4451,1722,77,1
4452,3567,157,0
4453,49,206,1
4454,2525,125,1
4455,2711,946,0
4456,966,1917,1
4457,2197,1949,0
4458,509,131,1
4459,34,893,1
4460,52,629,1
4461,1886,1680,0
4462,55,1121,0
4463,3658,123,0
4464,3659,2012,0
4465,2626,1039,0
4466,3661,457,1
4467,3662,1847,0
4468,2756,278,0
4469,3663,111,1
4470,2988,2071,0
4471,3461,1821,0
4472,2105,875,1
4473,747,327,0
4474,1128,14,0
4475,3665,405,1
4476,1052,77,1
4477,1836,1097,0
4478,3469,189,0
4479,677,264,0
4480,1545,760,0
4481,2573,296,1
4482,2214,1285,1
4483,816,1585,1
4484,3155,234,0
4485,344,55,1
4486,3667,335,0
4487,1158,2073,1
4488,1767,914,1
4489,2703,1382,0
4490,803,402,1
4491,1080,1022,1
4492,2651,29,1
4493,184,793,1
4494,2340,469,1
4495,807,376,1
4496,3085,1926,0
4497,135,1096,1
4498,963,849,1
4499,3671,41,1
4500,3035,900,0
4501,2471,94,1
4502,3673,415,1
4503,2205,1241,0
4504,2804,1942,0
4505,1571,680,0
4506,1486,602,0
4507,2650,252,0
4508,1139,471,1
4509,3678,559,1
4510,982,1437,1
4511,75,194,1
4512,469,351,1
4513,466,167,1
4514,2523,1057,1
4515,1618,1943,0
4516,2626,92,1
4517,2074,111,1
4518,1545,2036,1
4519,588,27,1
4520,1927,479,0
4521,2309,14,0
4522,714,29,1
4523,2517,1588,0
4524,3682,216,1
4525,1080,1151,1
4526,1571,103,1
4527,3146,433,1
4528,2014,854,1
4529,3097,1165,0
4530,2470,538,1
4531,1165,1096,1
4532,1646,67,1
4533,2293,67,1
4534,3687,1294,0
4535,1724,1428,1
4536,1219,52,1
4537,766,1916,0
4538,1571,112,0
4539,3688,1248,0
4540,730,254,1
4541,344,339,1
4542,1619,630,1
4543,2816,1175,0
4544,2753,29,1
4545,2069,14,1
4546,260,704,0
4547,3692,582,0
4548,286,721,1
4549,892,1726,1
4550,2354,214,1
4551,1982,94,1
4552,2015,1887,0
4553,251,2012,0
4554,38,1917,0
4555,1208,1772,0
4556,3694,271,0
4557,714,67,1
4558,3695,186,1
4559,342,650,0
4560,76,339,1
4561,2187,353,1
4562,69,1645,0
4563,2538,971,1
4564,2318,1819,1
4565,3079,2024,0
4566,230,1181,1
4567,291,556,1
4568,63,118,1
4569,1539,29,1
4570,2133,560,1
4571,3697,1281,0
4572,1294,1789,0
4573,3698,1837,1
4574,1543,94,1
4575,1294,136,1
4576,109,1214,1
4577,2026,69,1
4578,1457,366,0
4579,3597,3,0
4580,1884,84,1
4581,2253,90,1
4582,1736,1614,0
4583,49,27,1
4584,2561,1751,0
4585,1245,1278,0
4586,3702,809,1
4587,1111,374,0
4588,2215,914,1
4589,1442,14,1
4590,3152,1059,0
4591,1702,77,1
4592,3704,1307,0
4593,3419,1462,0
4594,286,726,1
4595,625,849,1
4596,3705,375,1
4597,3346,999,0
4598,1196,1059,0
4599,3707,897,0
4600,651,419,0
4601,371,1019,1
4602,1697,1886,0
4603,1662,1071,0
4604,1430,67,1
4605,1084,406,1
4606,3708,1167,0
4607,1087,214,1
4608,8,185,1
4609,963,84,1
4610,668,402,1
4611,939,719,1
4612,564,219,0
4613,3581,994,0
4614,3709,889,1
4615,1703,1307,0
4616,824,342,1
4617,1567,1349,0
4618,236,517,1
4619,1445,356,1
4620,2784,18,1
4621,3681,1000,0
4622,3712,1189,0
4623,482,94,1
4624,2638,304,0
4625,3713,661,0
4626,651,1708,0
4627,141,1758,0
4628,75,638,1
4629,3714,1574,1
4630,665,67,1
4631,2471,1234,0
4632,1474,1404,0
4633,3716,1313,0
4634,1545,272,1
4635,1710,125,1
4636,3718,29,1
4637,1404,1321,0
4638,1422,1446,1
4639,2349,690,1
4640,196,702,0
4641,1686,1961,0
4642,1638,1590,0
4643,3585,620,0
4644,1158,219,1
4645,651,492,0
4646,3720,688,0
4647,1836,821,0
4648,2880,1344,1
4649,141,136,1
4650,3203,86,1
4651,3280,1130,0
4652,1703,1867,0
4653,490,475,1
4654,3722,758,0
4655,945,1448,0
4656,803,1726,1
4657,3723,1290,0
4658,2392,538,1
4659,1662,339,1
4660,868,1904,1
4661,2366,7,0
4662,1839,1997,1
4663,2118,1223,0
4664,3004,429,0
4665,3724,77,1
4666,2502,1951,0
4667,1884,147,1
4668,2588,1487,0
4669,699,239,1
4670,966,369,1
4671,1075,1181,1
4672,3727,111,1
4673,2489,533,0
4674,2665,1895,1
4675,82,281,1
4676,3257,67,1
4677,2083,1420,0
4678,3453,14,1
4679,3729,1167,1
4680,2216,677,1
4681,1241,1362,0
4682,501,185,1
4683,780,77,1
4684,3601,1204,1
4685,2287,445,0
4686,1684,29,1
4687,344,147,1
4688,1180,72,1
4689,2422,1132,1
4690,1461,136,1
4691,3120,781,0
4692,822,906,1
4693,2667,55,0
4694,3733,297,0
4695,1060,138,1
4696,3734,335,0
4697,1425,126,0
4698,884,1446,1
4699,3735,953,0
4700,590,356,1
4701,1660,491,0
4702,1868,838,0
4703,2633,1313,0
4704,1918,154,1
4705,3736,1385,0
4706,141,3,1
4707,1575,339,0
4708,166,1181,1
4709,882,1751,0
4710,1517,1509,1
4711,562,1849,0
4712,1987,1316,0
4713,3738,721,0
4714,983,77,1
4715,1817,772,1
4716,723,951,0
4717,3445,339,1
4718,3452,1273,0
4719,826,1543,1
4720,3742,1309,0
4721,1219,77,1
4722,3353,927,0
4723,826,1462,0
4724,123,77,1
4725,3744,152,1
4726,868,438,0
4727,1611,1097,0
4728,1691,202,0
4729,2960,625,1
4730,3746,375,1
4731,13,23,1
4732,1732,938,1
4733,3747,638,0
4734,2515,910,0
4735,977,1503,1
4736,1714,360,0
4737,1930,2084,0
4738,1227,1858,0
4739,1898,77,1
4740,2984,1589,0
4741,1227,832,0
4742,230,130,1
4743,1683,1660,0
4744,3684,677,1
4745,1890,1100,0
4746,2352,2085,1
4747,3627,1565,0
4748,90,807,1
4749,1439,2005,0
4750,2005,87,1
4751,808,1255,1
4752,1602,14,1
4753,2925,1535,0
4754,1938,514,0
4755,930,390,1
4756,75,189,1
4757,3223,1668,0
4758,2744,1098,1
4759,772,64,1
4760,96,1206,0
4761,973,1194,0
4762,2186,54,0
4763,558,131,1
4764,1250,875,1
4765,3753,847,1
4766,1474,240,0
4767,232,818,1
4768,1940,1220,0
4769,1219,14,1
4770,2324,1184,0
4771,3756,443,1
4772,1268,588,0
4773,2342,1801,0
4774,3666,430,1
4775,1327,1649,0
4776,3757,906,1
4777,2336,144,1
4778,794,2053,1
4779,583,350,1
4780,3638,1853,1
4781,742,123,1
4782,3018,77,1
4783,2610,664,1
4784,3759,694,0
4785,1159,29,1
4786,3751,809,1
4787,840,690,1
4788,2527,1824,1
4789,2748,539,0
4790,1313,1922,1
4791,3135,714,1
4792,3200,371,0
4793,3275,1380,1
4794,804,1175,1
4795,1112,2086,1
4796,813,1560,1
4797,1286,757,1
4798,3764,40,0
4799,750,1941,0
4800,3766,1904,0
4801,794,402,1
4802,2323,2087,0
4803,903,551,0
4804,3767,220,1
4805,2882,834,1
4806,335,67,1
4807,2005,804,1
4808,2423,1370,0
4809,3069,514,0
4810,1353,210,0
4811,1849,370,1
4812,3769,1663,0
4813,790,1183,0
4814,1739,405,1
4815,411,658,0
4816,148,727,1
4817,890,104,1
4818,3773,1286,0
4819,435,480,1
4820,2715,694,0
4821,1339,1358,1
4822,2485,1161,0
4823,2226,1212,0
4824,2554,87,0
4825,1669,469,1
4826,1144,118,1
4827,64,755,1
4828,673,195,1
4829,3195,1965,0
4830,1206,883,0
4831,2549,390,1
4832,63,757,1
4833,182,951,1
4834,1590,442,0
4835,255,1189,0
4836,838,643,1
4837,2483,1770,0
4838,418,1281,0
4839,572,2051,0
4840,2881,1913,0
4841,379,1232,1
4842,1623,1713,0
4843,2447,807,1
4844,3734,1554,1
4845,2665,111,1
4846,443,217,1
4847,3651,2034,0
4848,1230,1528,0
4849,489,1501,0
4850,3126,466,0
4851,371,1996,1
4852,3780,144,1
4853,927,869,1
4854,2517,1284,0
4855,1161,77,1
4856,3258,67,1
4857,1431,54,0
4858,755,14,1
4859,668,550,1
4860,2904,1206,0
4861,135,1171,1
4862,2519,552,1
4863,2068,14,1
4864,3784,1176,1
4865,3785,1055,0
4866,2493,2014,0
4867,940,524,1
4868,230,27,1
4869,3766,41,0
4870,2274,235,1
4871,1170,1876,0
4872,2653,125,1
4873,234,2090,0
4874,888,469,1
4875,888,204,1
4876,1569,94,1
4877,3692,1267,0
4878,329,1203,0
4879,1362,77,1
4880,3613,854,0
4881,3787,620,1
4882,2175,1886,0
4883,1144,2053,1
4884,548,1443,0
4885,1346,125,1
4886,259,1312,0
4887,1286,726,1
4888,3217,2091,0
4889,2105,690,1
4890,1850,1451,0
4891,2880,68,0
4892,1185,77,1
4893,1313,67,1
4894,295,1130,0
4895,735,1139,0
4896,3789,1079,0
4897,3568,1278,0
4898,1765,128,1
4899,624,281,1
4900,793,277,0
4901,2491,10,1
4902,942,73,1
4903,649,875,1
4904,28,1935,0
4905,921,757,0
4906,3793,1330,0
4907,1775,94,1
4908,567,983,0
4909,488,132,1
4910,3794,204,1
4911,429,719,1
4912,13,1062,1
4913,240,1277,0
4914,286,496,1
4915,3530,2091,0
4916,123,638,1
4917,428,460,1
4918,576,9,0
4919,2042,517,0
4920,2405,94,1
4921,1206,319,0
4922,3798,83,0
4923,1480,637,1
4924,3802,514,0
4925,3803,638,0
4926,941,983,1
4927,1695,910,0
4928,3804,1020,1
4929,240,27,1
4930,1001,756,1
4931,2781,984,0
4932,363,125,1
4933,3332,27,1
4934,309,3,1
4935,1136,812,0
4936,1639,1264,0
4937,3353,550,1
4938,882,758,1
4939,1084,136,1
4940,1874,2019,0
4941,3648,130,1
4942,3811,564,0
4943,3095,30,0
4944,1513,981,1
4945,3085,1437,0
4946,3126,657,0
4947,2326,77,1
4948,2287,1545,0
4949,3086,1694,0
4950,3815,174,0
4951,2562,77,1
4952,1933,31,0
4953,488,1085,1
4954,1076,1513,0
4955,3189,556,0
4956,153,402,1
4957,1165,572,1
4958,342,87,0
4959,63,681,0
4960,586,620,0
4961,241,112,0
4962,3817,652,0
4963,958,835,1
4964,1063,501,1
4965,28,1908,0
4966,3626,1092,1
4967,1127,534,0
4968,1801,85,1
4969,1696,348,0
4970,627,1681,0
4971,3171,324,1
4972,2586,538,1
4973,735,375,1
4974,1686,609,1
4975,808,1722,1
