,smiles,sequence,interactions
6203,6103,891,0
6204,8413,79,0
6205,5367,1614,0
6206,8416,82,1
6207,6751,25,0
6208,8419,35,1
6209,8422,401,1
6210,643,1272,1
6211,8427,67,1
6212,387,1615,0
6213,8107,128,0
6214,7745,169,0
6215,8429,204,0
6216,6073,695,1
6217,8431,148,1
6218,8432,262,1
6219,8433,3,0
6220,3751,8,1
6221,5101,1616,1
6222,8434,224,1
6223,2215,119,0
6224,156,22,1
6225,8435,126,1
6226,789,1207,0
6227,4137,1060,1
6228,8436,149,0
6229,5909,330,0
6230,1900,1617,1
6231,8437,86,1
6232,8438,220,0
6233,8442,495,0
6234,5809,0,0
6235,5161,77,0
6236,8445,207,0
6237,7837,126,1
6238,8446,122,1
6239,8447,292,0
6240,228,457,0
6241,8449,77,0
6242,1582,77,0
6243,659,1618,1
6244,2364,208,0
6245,8450,128,0
6246,8451,937,1
6247,8452,198,0
6248,8455,67,1
6249,8457,446,0
6250,4665,3,0
6251,8459,35,1
6252,4939,56,0
6253,8460,77,0
6254,8461,83,1
6255,205,399,0
6256,5481,119,1
6257,8463,77,0
6258,8465,857,1
6259,8466,269,1
6260,475,1620,0
6261,8470,86,0
6262,1230,405,0
6263,268,67,0
6264,8472,3,0
6265,6137,46,1
6266,8473,77,0
6267,8475,118,1
6268,8375,212,1
6269,8476,148,1
6270,4585,442,0
6271,8478,39,1
6272,7526,35,1
6273,7726,634,0
6274,8479,9,1
6275,8483,40,0
6276,8484,91,1
6277,3247,77,0
6278,6930,520,1
6279,8485,128,0
6280,3365,7,1
6281,5641,458,1
6282,6095,22,1
6283,2592,0,0
6284,1482,52,0
6285,8491,3,0
6286,8492,47,1
6287,7036,407,0
6288,1396,1034,0
6289,8496,137,0
6290,8497,67,1
6291,8498,1622,0
6292,6201,40,1
6293,8499,542,0
6294,7102,326,0
6295,8500,90,1
6296,8502,214,1
6297,120,267,0
6298,1472,78,1
6299,8504,343,0
6300,8505,220,1
6301,6942,67,1
6302,8506,58,1
6303,2053,584,0
6304,3406,48,1
6305,8508,19,1
6306,1857,668,1
6307,7606,0,0
6308,58,204,0
6309,8509,119,0
6310,8510,56,0
6311,8511,60,0
6312,8512,485,0
6313,1910,39,1
6314,5782,86,0
6315,5333,1044,0
6316,8517,210,1
6317,205,1623,0
6318,5358,1247,0
6319,8518,349,1
6320,205,845,0
6321,8519,39,0
6322,8520,254,0
6323,8522,3,0
6324,8523,91,0
6325,8215,1317,0
6326,8524,210,1
6327,5840,149,0
6328,8527,38,1
6329,8076,1624,1
6330,3361,24,0
6331,8531,446,0
6332,6663,76,0
6333,8533,673,0
6334,7066,716,1
6335,8536,682,1
6336,1117,0,0
6337,4052,644,1
6338,2110,1625,0
6339,6967,424,1
6340,7349,200,1
6341,418,102,0
6342,5771,412,0
6343,8539,329,1
6344,8541,1626,0
6345,6954,41,0
6346,2836,932,1
6347,8542,1095,1
6348,8543,1063,1
6349,7349,3,0
6350,1314,1627,0
6351,2261,77,0
6352,8545,188,0
6353,5018,926,0
6354,1562,344,0
6355,8547,52,0
6356,8090,93,1
6357,7491,101,0
6358,1734,1630,0
6359,3340,40,1
6360,3878,208,0
6361,5199,223,0
6362,3421,771,1
6363,8552,276,0
6364,8553,1555,0
6365,8554,214,0
6366,703,220,0
6367,4962,25,0
6368,3835,445,1
6369,8555,19,0
6370,8558,424,1
6371,8559,91,1
6372,8561,204,0
6373,435,39,1
6374,6687,269,1
6375,2364,405,0
6376,742,1543,0
6377,2627,818,0
6378,4557,3,0
6379,863,1630,0
6380,8569,542,1
6381,32,459,0
6382,199,52,0
6383,8572,40,1
6384,8573,214,0
6385,6380,67,1
6386,1915,3,0
6387,188,60,0
6388,8576,19,1
6389,8577,74,0
6390,8581,908,0
6391,8583,39,1
6392,4533,547,0
6393,6266,958,1
6394,5513,67,1
6395,5427,60,0
6396,2110,220,0
6397,8589,374,0
6398,8590,125,1
6399,8591,77,0
6400,8592,369,1
6401,1303,1566,0
6402,6213,654,0
6403,125,1635,1
6404,8595,67,1
6405,8074,666,1
6406,7235,204,0
6407,5966,147,1
6408,7608,77,0
6409,6438,32,0
6410,935,846,1
6411,8599,87,1
6412,5900,242,0
6413,8602,77,0
6414,8605,485,0
6415,8608,588,1
6416,4121,369,1
6417,1018,314,1
6418,8611,1637,0
6419,8613,460,0
6420,7481,910,0
6421,6888,155,0
6422,8614,214,1
6423,5641,1513,0
6424,5956,0,0
6425,8618,9,1
6426,3531,3,0
6427,6259,269,1
6428,8620,42,0
6429,8622,121,1
6430,1527,149,0
6431,8626,464,0
6432,8627,126,1
6433,6783,3,0
6434,8630,83,1
6435,903,1579,1
6436,5418,1280,0
6437,1865,52,0
6438,3277,25,0
6439,4962,1060,1
6440,6498,0,0
6441,8639,736,1
6442,4180,292,0
6443,8643,107,1
6444,8644,126,1
6445,5689,148,1
6446,3963,1172,0
6447,5330,201,0
6448,8649,343,1
6449,2253,246,0
6450,4097,1584,1
6451,5332,210,0
6452,8076,762,0
6453,8651,7,1
6454,8654,196,0
6455,8655,891,0
6456,6321,829,1
6457,5639,261,0
6458,8657,35,0
6459,8659,40,1
6460,8664,1641,1
6461,49,579,0
6462,5745,131,0
6463,8665,831,1
6464,8666,132,0
6465,1029,641,0
6466,387,1643,0
6467,8672,126,1
6468,1094,555,0
6469,8504,654,1
6470,8675,67,1
6471,2394,1021,1
6472,8678,220,0
6473,6668,809,0
6474,8679,343,1
6475,8680,741,1
6476,8681,67,1
6477,8373,89,1
6478,8683,42,0
6479,8684,654,1
6480,6287,319,1
6481,7111,161,1
6482,3170,405,0
6483,8239,77,0
6484,8687,224,1
6485,2014,641,0
6486,4097,936,1
6487,8688,369,1
6488,297,52,0
6489,863,1644,0
6490,8689,41,0
6491,8691,923,1
6492,5179,418,0
6493,8692,90,0
6494,5044,41,0
6495,5671,91,0
6496,8694,220,1
6497,8695,163,1
6498,2989,1646,1
6499,8697,817,0
6500,1979,1010,0
6501,8700,7,0
6502,6315,196,0
6503,8702,964,1
6504,1191,77,0
6505,8703,1647,1
6506,8706,47,1
6507,5045,160,0
6508,3375,91,0
6509,1029,25,0
6510,327,1237,0
6511,8707,1145,0
6512,7146,458,1
6513,8708,8,1
6514,7940,392,0
6515,49,770,0
6516,49,22,0
6517,5142,0,0
6518,686,7,0
6519,8712,7,1
6520,7091,242,0
6521,2092,67,1
6522,8715,238,0
6523,8716,126,1
6524,7919,137,0
6525,8718,204,0
6526,659,1136,1
6527,1146,341,1
6528,5558,425,1
6529,8721,201,0
6530,3541,25,0
6531,5316,1079,0
6532,6743,891,0
6533,6551,196,0
6534,8729,140,0
6535,5909,1079,0
6536,3366,386,0
6537,3342,189,1
6538,3037,126,1
6539,8735,60,0
6540,8608,160,0
6541,8740,86,0
6542,8741,83,1
6543,13,1649,1
6544,8742,509,1
6545,3498,149,1
6546,1827,40,1
6547,3652,209,0
6548,8744,542,0
6549,880,762,0
6550,8746,1650,0
6551,8747,276,1
6552,8748,276,0
6553,6705,242,0
6554,8749,762,0
6555,5188,1651,0
6556,6217,173,1
6557,8457,283,0
6558,14,445,1
6559,8583,35,1
6560,8752,86,0
6561,8753,84,1
6562,800,254,0
6563,1574,1001,0
6564,8756,495,0
6565,8758,24,0
6566,4429,32,0
6567,2765,3,0
6568,8760,223,0
6569,8761,944,1
6570,5534,165,1
6571,5065,80,1
6572,8517,1637,0
6573,8763,210,1
6574,8765,35,1
6575,6839,38,0
6576,880,220,0
6577,617,343,1
6578,5796,52,0
6579,2922,148,1
6580,8766,39,1
6581,2905,67,1
6582,7156,357,0
6583,1963,126,1
6584,5534,189,1
6585,3260,200,0
6586,8770,128,0
6587,8771,1654,0
6588,6449,230,1
6589,2488,457,0
6590,352,26,1
6591,7651,7,0
6592,8776,242,1
6593,8779,3,0
6594,8780,60,0
6595,8781,52,0
6596,8782,369,1
6597,2202,275,0
6598,8783,35,1
6599,7565,42,0
6600,8785,533,0
6601,8787,137,0
6602,8789,224,1
6603,7538,189,1
6604,6576,254,0
6605,8791,41,0
6606,7904,879,1
6607,8792,67,1
6608,1146,41,1
6609,8189,170,1
6610,2611,7,1
6611,7597,67,0
6612,658,910,0
6613,8798,310,1
6614,8799,67,1
6615,8800,348,0
6616,8801,7,0
6617,8802,7,0
6618,5124,77,0
6619,8803,412,0
6620,8804,108,1
6621,942,365,0
6622,8435,42,0
6623,8809,269,1
6624,79,326,1
6625,8810,67,1
6626,4548,437,0
6627,7961,77,0
6628,8813,52,0
6629,8814,3,0
6630,8815,1657,0
6631,8816,549,1
6632,8818,269,1
6633,349,112,0
6634,7836,41,0
6635,8820,33,1
6636,475,1658,0
6637,8821,242,0
6638,8822,268,1
6639,781,242,0
6640,5242,42,0
6641,8823,77,0
6642,8824,77,0
6643,8825,39,1
6644,3433,25,0
6645,2675,77,0
6646,8826,163,1
6647,8829,204,1
6648,1658,796,1
6649,4422,155,0
6650,8830,1000,1
6651,8832,326,1
6652,8833,7,0
6653,4537,163,0
6654,8834,189,1
6655,2763,19,0
6656,3509,809,0
6657,8836,196,0
6658,357,58,1
6659,8837,52,0
6660,3148,910,0
6661,3380,39,1
6662,8841,200,0
6663,3761,25,0
6664,8543,91,0
6665,8843,67,1
6666,8844,653,1
6667,8774,3,0
6668,2802,679,0
6669,8849,67,1
6670,6456,39,0
6671,4357,60,0
6672,6148,102,0
6673,8851,232,1
6674,224,343,1
6675,8854,52,0
6676,8855,343,1
6677,8857,891,1
6678,8858,1662,0
6679,8862,471,1
6680,428,52,0
6681,8864,35,1
6682,2193,39,1
6683,835,85,1
6684,8866,813,1
6685,3583,3,0
6686,2415,25,0
6687,4065,189,1
6688,8308,374,0
6689,441,207,0
6690,1480,910,0
6691,2678,91,1
6692,8874,60,0
6693,8875,26,1
6694,8877,262,1
6695,5801,148,1
6696,1022,286,0
6697,7266,149,0
6698,8878,204,0
6699,4622,351,0
6700,8879,35,1
6701,6630,0,0
6702,5628,101,0
6703,8881,932,1
6704,8505,242,1
6705,8882,133,0
6706,5835,330,1
6707,286,0,0
6708,659,300,1
6709,1240,77,0
6710,8885,265,0
6711,2233,117,0
6712,8886,128,0
6713,8887,48,0
6714,8888,1113,0
6715,8889,1023,0
6716,8890,686,1
6717,8891,1667,1
6718,8895,198,0
6719,8900,153,1
6720,8902,67,1
6721,8903,48,0
6722,8703,155,1
6723,8904,813,1
6724,8905,1668,1
6725,2082,407,0
6726,3229,269,1
6727,3003,52,0
6728,6569,204,0
6729,3750,1669,1
6730,3254,102,0
6731,6361,22,1
6732,1481,160,1
6733,6546,262,1
6734,2121,1334,1
6735,2741,140,0
6736,4799,32,0
6737,8912,1602,1
6738,8915,52,0
6739,8917,8,1
6740,8919,220,1
6741,8195,48,0
6742,5307,86,0
6743,5926,460,0
6744,8924,38,1
6745,3655,101,0
6746,8083,240,1
6747,8930,35,1
6748,8931,736,1
6749,8933,1312,0
6750,8934,46,1
6751,4652,368,0
6752,1886,370,1
6753,8937,42,0
6754,4004,518,0
6755,8938,42,0
6756,4968,234,0
6757,8939,1650,0
6758,8940,1306,0
6759,5401,3,0
6760,2300,405,1
6761,658,1248,0
6762,6261,1638,1
6763,455,441,0
6764,8942,39,1
6765,8943,79,0
6766,8944,42,0
6767,3560,24,0
6768,8945,47,1
6769,6306,549,1
6770,2002,77,0
6771,1181,74,1
6772,7497,77,0
6773,8950,210,1
6774,1607,570,1
6775,8951,198,0
6776,7844,74,1
6777,8952,47,1
6778,5393,418,0
6779,2076,128,0
6780,8954,0,0
6781,2620,204,0
6782,7008,223,0
6783,8955,298,0
6784,8957,546,1
6785,415,39,1
6786,8959,83,1
6787,210,259,0
6788,5218,3,0
6789,735,35,1
6790,8962,7,0
6791,8966,32,0
6792,4422,9,1
6793,8969,86,0
6794,8970,3,0
6795,8971,242,0
6796,1049,1416,0
6797,8976,38,1
6798,8978,0,0
6799,8980,102,0
6800,8982,91,0
6801,7693,82,1
6802,2740,267,0
6803,355,314,1
6804,2455,149,0
6805,8984,149,0
6806,7628,230,1
6807,1197,1674,1
6808,7556,815,1
6809,1859,959,1
6810,3717,272,1
6811,1142,67,1
6812,8985,232,1
6813,1357,119,0
6814,7248,7,1
6815,8987,86,1
6816,2445,616,0
6817,7204,1114,1
6818,3044,1014,0
6819,8990,208,0
6820,8991,67,1
6821,8605,83,1
6822,6253,52,0
6823,8992,374,0
6824,8993,1051,1
6825,8721,405,0
6826,8994,1030,1
6827,161,3,0
6828,5654,246,0
6829,8995,149,0
6830,2052,63,0
6831,8996,220,1
6832,8997,595,0
6833,8683,247,1
6834,1871,265,1
6835,8255,13,0
6836,9003,1679,1
6837,5203,207,1
6838,6848,41,0
6839,3561,43,1
6840,2610,738,1
6841,9004,3,0
6842,2523,461,1
6843,9007,208,1
6844,4204,160,1
6845,857,25,0
6846,4452,1298,1
6847,9014,83,1
6848,9015,58,0
6849,9016,686,1
6850,9017,280,0
6851,56,0,0
6852,5146,1134,0
6853,9020,39,1
6854,1601,1558,0
6855,268,1166,0
6856,8293,13,0
6857,9022,485,0
6858,9026,7,0
6859,9027,269,0
6860,4821,52,0
6861,5021,230,1
6862,106,3,0
6863,3430,1407,0
6864,7245,329,0
6865,4596,35,1
6866,9030,330,0
6867,9031,102,0
6868,9033,77,0
6869,9034,348,0
6870,9035,753,0
6871,9036,19,1
6872,5716,46,1
6873,9038,204,1
6874,863,859,0
6875,3335,77,0
6876,6117,48,0
6877,9039,77,0
6878,9040,67,1
6879,6625,128,0
6880,9041,19,0
6881,2558,223,0
6882,9043,140,0
6883,9046,542,0
6884,9048,412,0
6885,5651,607,1
6886,728,1504,0
6887,9054,1267,1
6888,6699,75,1
6889,108,48,0
6890,9058,445,1
6891,1965,3,0
6892,1903,467,1
6893,1886,668,1
6894,9064,137,0
6895,403,204,0
6896,3365,0,0
6897,4953,1317,0
6898,8651,58,1
6899,9066,48,0
6900,9068,615,0
6901,9069,374,0
6902,4383,77,0
6903,9071,0,0
6904,2485,546,1
6905,9072,77,0
6906,9073,101,0
6907,9074,67,1
6908,79,3,0
6909,2815,35,1
6910,3943,1684,0
6911,5544,768,0
6912,3143,477,0
6913,1175,223,0
6914,6035,8,1
6915,1057,682,1
6916,2415,731,1
6917,7376,3,0
6918,377,358,0
6919,9078,343,1
6920,7541,1211,0
6921,9080,52,0
6922,228,101,0
6923,9081,77,0
6924,9083,460,0
6925,6818,718,1
6926,3170,428,0
6927,9085,1493,0
6928,1867,40,0
6929,5362,1504,0
6930,6450,3,0
6931,8514,246,0
6932,6535,1056,1
6933,2945,1196,1
6934,559,412,0
6935,8576,90,1
6936,7703,457,0
6937,5506,1186,0
6938,9089,148,1
6939,3144,60,0
6940,1089,341,0
6941,6066,1267,1
6942,9091,408,0
6943,5997,463,0
6944,8238,91,0
6945,9092,1369,1
6946,9093,149,1
6947,1545,48,1
6948,2364,1685,0
6949,9096,83,1
6950,7908,149,0
6951,9097,42,0
6952,7073,52,0
6953,3919,188,0
6954,9101,762,0
6955,481,926,1
6956,1210,7,0
6957,9103,101,0
6958,7967,35,1
6959,9105,409,1
6960,9106,286,1
6961,6057,1079,0
6962,4072,128,0
6963,8666,26,1
6964,9109,283,0
6965,9110,1687,1
6966,9111,857,1
6967,9112,431,1
6968,1556,25,0
6969,7180,261,0
6970,9113,39,1
6971,2585,0,0
6972,9114,3,0
6973,2782,83,1
6974,97,25,0
6975,9117,377,0
6976,904,48,0
6977,8163,546,1
6978,5180,405,0
6979,4915,41,0
6980,2972,82,1
6981,9120,269,1
6982,7481,348,1
6983,2311,223,0
6984,9122,324,1
6985,9123,40,1
6986,9125,374,0
6987,9126,104,1
6988,6940,430,0
6989,4209,595,0
6990,8174,0,0
6991,2508,40,1
6992,2359,39,1
6993,3658,7,0
6994,9131,3,0
6995,241,21,0
6996,3945,844,0
6997,813,1045,1
6998,7587,364,1
6999,2052,223,0
7000,3765,42,0
7001,1490,883,1
7002,3220,699,1
7003,3118,41,0
7004,723,518,0
7005,9136,170,1
7006,9137,86,0
7007,8282,445,1
7008,7760,91,0
7009,6872,442,0
7010,9139,160,1
7011,2138,242,0
7012,8296,813,1
7013,9141,8,1
7014,9143,25,0
7015,9145,67,1
7016,368,258,1
7017,615,223,0
7018,97,886,1
7019,5956,803,1
7020,9151,596,1
7021,9153,798,1
7022,94,427,1
7023,9155,170,1
7024,9156,101,0
7025,9159,680,1
7026,4688,60,1
7027,9163,504,1
7028,9165,687,1
7029,9166,225,1
7030,9167,269,1
7031,1975,467,1
7032,8498,1691,1
7033,2083,75,0
7034,545,1276,0
7035,7159,77,0
7036,9171,128,0
7037,9172,7,0
7038,5362,25,0
7039,6739,526,0
7040,1399,204,0
7041,9173,3,0
7042,8021,429,0
7043,49,1371,0
7044,9175,687,1
7045,9176,811,1
7046,2558,1226,0
7047,9179,189,1
7048,6125,41,0
7049,50,35,1
7050,4722,77,0
7051,9181,40,1
7052,4731,365,1
7053,2763,181,0
7054,3954,90,0
7055,7969,7,1
7056,9184,1694,0
7057,6639,148,0
7058,6096,122,0
7059,327,106,1
7060,6767,77,0
7061,4547,1696,0
7062,5753,412,0
7063,351,770,0
7064,9189,212,0
7065,5645,62,0
7066,8409,670,1
7067,1887,1023,0
7068,3614,3,0
7069,2738,492,0
7070,2728,552,1
7071,9192,926,0
7072,3773,443,1
7073,9193,562,0
7074,9194,67,1
7075,9195,42,0
7076,3103,463,0
7077,9196,0,0
7078,3800,48,0
7079,9197,1684,0
7080,5785,60,0
7081,1025,3,0
7082,9199,77,0
7083,9200,39,1
7084,409,353,0
7085,9204,224,1
7086,4421,343,1
7087,9205,148,1
7088,9206,343,1
7089,9207,694,0
7090,863,1699,0
7091,8679,56,0
7092,4465,259,1
7093,7496,204,0
7094,280,77,0
7095,4934,463,0
7096,6796,116,1
7097,9210,1700,1
7098,4777,230,1
7099,1000,0,0
7100,8093,254,0
7101,9211,351,1
7102,9214,0,0
7103,9215,155,1
7104,9217,98,1
7105,53,1241,1
7106,5660,78,1
7107,9218,654,0
7108,9219,411,1
7109,9220,267,0
7110,9221,521,1
7111,9222,163,1
7112,7632,1483,1
7113,9224,414,0
7114,6066,1183,1
7115,8761,374,0
7116,7959,60,0
7117,9225,3,0
7118,823,113,1
7119,3938,157,1
7120,8625,344,0
7121,3552,409,1
7122,1819,137,0
7123,9227,1099,1
7124,8774,67,1
7125,9231,310,1
7126,9232,104,1
7127,9233,447,1
7128,6068,196,0
7129,9236,182,0
7130,5840,429,0
7131,8946,391,0
7132,3522,41,0
7133,182,1504,0
7134,2997,91,0
7135,1975,663,0
7136,3299,67,1
7137,9189,200,0
7138,6162,3,0
7139,6088,47,1
7140,9239,42,0
7141,305,964,0
7142,9241,224,1
7143,2508,32,0
7144,7082,694,0
7145,1481,457,0
7146,9243,588,1
7147,9244,504,1
7148,9245,98,1
7149,6237,102,0
7150,9246,128,1
7151,3148,74,1
7152,8622,87,0
7153,9247,77,0
7154,9249,32,0
7155,9250,211,0
7156,9251,39,0
7157,9252,3,0
7158,481,447,1
7159,9253,562,0
7160,9254,200,0
7161,9256,364,1
7162,9259,42,0
7163,3708,209,1
7164,766,1476,1
7165,6549,3,0
7166,9265,521,1
7167,9266,428,1
7168,9267,69,0
7169,9269,56,0
7170,9270,84,1
7171,9271,126,1
7172,4873,122,1
7173,846,48,0
7174,8592,198,0
7175,9273,139,1
7176,3856,93,1
7177,9274,93,1
7178,4920,488,0
7179,9275,148,1
7180,6096,13,0
7181,9276,32,0
7182,9277,128,0
7183,9278,653,1
7184,9279,122,1
7185,9280,1709,1
7186,3111,204,0
7187,9284,77,0
7188,4621,200,0
7189,9286,1710,0
7190,1197,1711,1
7191,9288,119,0
7192,3308,480,0
7193,9290,265,0
7194,9292,859,1
7195,9293,56,0
7196,5179,48,0
7197,9294,163,1
7198,6220,196,0
7199,9064,224,1
7200,8989,601,0
7201,9297,196,0
7202,9298,67,1
7203,6492,3,0
7204,4717,54,1
7205,9300,1191,1
7206,9302,300,1
7207,9304,86,1
7208,9305,7,1
7209,1589,941,1
7210,9306,536,0
7211,2021,196,0
7212,9308,67,1
7213,8609,269,1
7214,9310,1712,0
7215,9311,741,1
7216,641,0,0
7217,9313,991,1
7218,9314,973,0
7219,652,1513,0
7220,601,477,0
7221,846,0,0
7222,9318,148,1
7223,5820,42,0
7224,7466,1713,1
7225,9322,91,0
7226,9323,77,0
7227,9324,558,0
7228,7337,148,1
7229,4114,7,0
7230,7854,67,1
7231,3692,41,0
7232,9328,265,0
7233,9330,170,1
7234,6320,33,0
7235,7165,72,0
7236,9333,3,0
7237,9334,443,0
7238,4293,908,0
7239,6915,204,0
7240,9335,431,1
7241,7159,115,0
7242,1000,3,0
7243,9339,86,1
7244,9341,265,1
7245,6708,0,0
7246,9342,39,1
7247,6239,734,0
7248,405,91,0
7249,3150,0,0
7250,9343,35,1
7251,9344,60,0
7252,6829,991,1
7253,28,457,0
7254,9345,147,1
7255,9346,562,0
7256,4761,418,0
7257,9347,67,1
7258,9349,82,1
7259,2991,542,0
7260,6605,88,0
7261,5435,272,1
7262,9351,35,1
7263,9352,782,1
7264,5248,140,0
7265,9354,3,0
7266,5619,77,0
7267,9355,1152,1
7268,255,21,0
7269,5993,267,0
7270,5945,132,0
7271,8445,42,0
7272,4471,428,1
7273,9357,133,0
7274,9358,521,1
7275,1556,3,0
7276,196,220,0
7277,9359,7,1
7278,9360,949,1
7279,4731,409,1
7280,394,77,0
7281,7629,48,0
7282,1676,223,0
7283,9362,126,1
7284,1742,101,0
7285,9300,570,1
7286,49,1072,0
7287,9364,725,0
7288,9365,149,0
7289,2731,223,0
7290,8162,48,0
7291,9367,198,0
7292,9368,344,0
7293,9252,482,1
7294,1601,157,0
7295,2360,195,1
7296,9370,121,1
7297,9275,102,0
7298,9371,163,0
7299,9372,101,0
7300,4328,47,1
7301,790,56,0
7302,9373,262,1
7303,9374,583,0
7304,9375,98,1
7305,8341,220,1
7306,182,1719,1
7307,1208,1106,1
7308,658,1720,1
7309,4569,196,0
7310,1701,220,1
7311,3280,41,0
7312,942,172,0
7313,4106,584,0
7314,7942,149,0
7315,7638,1721,0
7316,878,33,1
7317,9387,67,1
7318,614,77,0
7319,6712,1483,0
7320,1975,220,0
7321,7234,91,1
7322,9393,343,1
7323,9394,562,0
7324,9395,102,0
7325,7277,362,0
7326,7105,288,1
7327,7193,189,1
7328,3269,48,0
7329,5480,992,0
7330,7021,211,1
7331,4272,21,0
7332,3642,59,0
7333,9109,242,0
7334,5867,3,0
7335,6560,91,0
7336,9397,67,1
7337,2377,265,0
7338,6435,128,0
7339,8773,22,0
7340,9402,258,0
7341,9403,493,0
7342,4491,85,1
7343,49,1096,0
7344,1497,788,0
7345,2187,0,0
7346,2581,212,1
7347,8943,211,1
7348,9404,155,0
7349,9405,1063,1
7350,9407,3,0
7351,4503,88,0
7352,9408,1453,0
7353,9409,1651,0
7354,3619,48,1
7355,9410,210,1
7356,9411,160,1
7357,6827,348,1
7358,5248,204,0
7359,7807,246,0
7360,2977,615,0
7361,1045,91,1
7362,6963,1723,0
7363,8071,39,1
7364,9414,3,0
7365,5249,140,0
7366,3775,439,0
7367,3502,58,1
7368,205,259,0
7369,9418,126,1
7370,2746,266,0
7371,9420,19,1
7372,9068,196,0
7373,8166,214,0
7374,1173,1725,0
7375,5448,35,1
7376,548,926,0
7377,1572,52,0
7378,9424,198,0
7379,9425,330,0
7380,9426,8,1
7381,9428,67,1
7382,7584,77,0
7383,6194,135,1
7384,9286,25,0
7385,6131,0,0
7386,9429,1065,0
7387,9430,0,0
7388,2533,1504,0
7389,9431,944,1
7390,7106,125,1
7391,9433,32,0
7392,9232,182,0
7393,9435,220,0
7394,284,48,0
7395,3266,77,0
7396,5153,0,0
7397,1314,22,1
7398,4722,3,0
7399,1420,189,1
7400,953,25,0
7401,9437,42,0
7402,8152,1206,1
7403,9439,52,0
7404,9026,35,1
7405,7914,612,0
7406,9440,220,1
7407,9445,1727,0
7408,5673,1728,1
7409,9446,1687,1
7410,1771,343,1
7411,9447,166,1
7412,9448,56,0
7413,9449,83,1
7414,7708,77,0
7415,9451,67,1
7416,2598,149,0
7417,4201,196,0
7418,6592,813,1
7419,9455,67,1
7420,9457,74,0
7421,9458,19,0
7422,5415,126,1
7423,9460,1729,1
7424,48,412,0
7425,9461,224,1
7426,1484,1605,0
7427,489,160,0
7428,9463,258,1
7429,5783,3,0
7430,4252,170,1
7431,7091,74,0
7432,3427,1730,0
7433,9465,1002,0
7434,9466,67,1
7435,800,267,1
7436,9468,7,0
7437,9470,200,0
7438,9471,200,0
7439,3231,58,0
7440,9243,1432,0
7441,2087,128,0
7442,9475,35,1
7443,9476,3,0
7444,9477,67,1
7445,7472,7,0
7446,9480,0,0
7447,4921,242,1
7448,9481,521,1
7449,8520,93,1
7450,9483,0,0
7451,9484,568,0
7452,9487,447,1
7453,5957,537,0
7454,2699,694,0
7455,6972,482,1
7456,8938,126,1
7457,218,1733,0
7458,9490,412,0
7459,2448,392,0
7460,6885,749,0
7461,9491,292,0
7462,6673,397,1
7463,1838,164,1
7464,7959,818,0
7465,5333,1631,0
7466,2518,102,0
7467,1796,41,0
7468,9496,204,1
7469,9497,7,0
7470,9498,67,1
7471,49,409,0
7472,8288,699,1
7473,2580,1021,0
7474,9504,195,0
7475,2085,35,1
7476,9507,35,1
7477,9508,326,0
7478,9509,200,0
7479,9510,1272,1
7480,9511,669,0
7481,9512,26,0
7482,1744,902,0
7483,9513,443,1
7484,9484,70,1
7485,8399,1306,1
7486,210,128,0
7487,411,3,0
7488,1347,823,0
7489,4516,997,0
7490,4427,67,1
7491,7448,163,1
7492,9521,3,0
7493,9524,102,0
7494,13,753,1
7495,1659,399,1
7496,5358,762,0
7497,4515,453,1
7498,288,426,0
7499,5138,22,1
7500,2241,48,0
7501,9526,242,0
7502,5355,48,0
7503,9527,599,0
7504,8510,343,1
7505,9529,410,1
7506,9530,67,1
7507,9531,770,1
7508,5526,87,1
7509,9534,813,1
7510,5814,425,0
7511,2288,13,1
7512,9131,427,1
7513,9536,3,0
7514,3487,3,0
7515,3956,460,0
7516,9539,56,0
7517,479,7,0
7518,9540,1736,1
7519,3684,1737,0
7520,2347,246,0
7521,9544,48,0
7522,1002,495,0
7523,4286,9,1
7524,9549,242,1
7525,9552,374,0
7526,9553,67,1
7527,9554,1738,0
7528,267,724,0
7529,5780,1684,0
7530,8076,25,0
7531,2246,1407,1
7532,7650,39,0
7533,8499,75,1
7534,6161,42,0
7535,3470,41,0
7536,9557,492,1
7537,4812,157,1
7538,2053,48,0
7539,8429,52,0
7540,7865,7,0
7541,5558,0,0
7542,6172,284,1
7543,9562,35,1
7544,7407,504,0
7545,9564,242,0
7546,611,306,0
7547,7682,40,1
7548,9319,67,1
7549,9566,3,0
7550,268,894,0
7551,9567,237,1
7552,4675,815,1
7553,9568,680,1
7554,6595,77,0
7555,590,1011,1
7556,9571,439,0
7557,9572,429,1
7558,9574,457,0
7559,9575,505,0
7560,2574,1187,0
7561,9576,1580,0
7562,4626,407,0
7563,9577,149,0
7564,6690,207,0
7565,9578,1739,0
7566,2873,428,0
7567,2492,645,1
7568,1981,3,0
7569,9584,771,0
7570,5039,3,0
7571,1176,266,0
7572,9585,3,0
7573,8618,155,0
7574,6749,85,1
7575,5965,220,1
7576,3774,0,0
7577,6319,944,1
7578,9594,771,1
7579,5986,72,1
7580,9595,3,0
7581,9598,26,1
7582,9601,3,0
7583,2558,25,0
7584,1562,41,0
7585,621,918,0
7586,4176,345,0
7587,783,654,0
7588,9603,834,1
7589,122,38,1
7590,6108,935,1
7591,7695,230,1
7592,1480,0,0
7593,9608,1113,0
7594,9609,26,0
7595,9610,189,1
7596,9611,280,0
7597,9612,200,0
7598,4511,98,0
