,smiles,sequence,interactions
3718,7239,131,0
3719,7240,441,0
3720,7241,242,0
3721,686,242,0
3722,6012,39,1
3723,7245,260,0
3724,6897,34,1
3725,1168,483,0
3726,5301,242,0
3727,7251,547,1
3728,541,106,1
3729,2460,95,1
3730,2946,13,0
3731,7257,546,1
3732,7258,39,1
3733,618,404,1
3734,7261,320,0
3735,7262,853,0
3736,5655,583,0
3737,1606,300,0
3738,7266,173,1
3739,6511,0,0
3740,7272,193,1
3741,7273,89,0
3742,7274,0,0
3743,7276,86,0
3744,2523,383,1
3745,2977,196,0
3746,7284,1275,1
3747,3833,539,1
3748,7290,813,1
3749,17,34,1
3750,7292,131,0
3751,6041,101,0
3752,1962,399,0
3753,7295,626,1
3754,7296,51,0
3755,1607,1482,0
3756,1146,897,1
3757,4610,441,1
3758,7303,39,1
3759,7305,112,1
3760,6439,1011,1
3761,1338,242,0
3762,7310,195,0
3763,7311,286,0
3764,7313,343,1
3765,2270,733,0
3766,4460,1484,0
3767,7320,361,1
3768,1089,237,0
3769,4964,100,1
3770,1787,1430,1
3771,5039,187,1
3772,7325,39,0
3773,5237,890,0
3774,7327,0,0
3775,3148,399,1
3776,4204,1473,0
3777,4673,1114,1
3778,7334,278,1
3779,7335,343,1
3780,3943,1488,1
3781,4610,41,0
3782,7340,129,1
3783,7342,39,1
3784,1195,1490,0
3785,6039,1183,1
3786,7157,48,0
3787,7350,813,1
3788,3596,483,0
3789,7351,15,1
3790,1794,129,0
3791,7354,798,1
3792,2395,39,1
3793,7358,1491,0
3794,926,797,1
3795,7360,27,1
3796,7361,126,1
3797,7364,39,1
3798,6995,402,0
3799,7366,18,0
3800,215,1492,0
3801,6989,18,0
3802,6,504,1
3803,5919,47,1
3804,7384,19,1
3805,546,243,1
3806,7385,86,0
3807,7387,1093,1
3808,5534,131,0
3809,288,361,0
3810,2733,118,0
3811,7391,16,1
3812,7392,155,1
3813,2872,1497,0
3814,7394,242,0
3815,7396,219,1
3816,7401,620,1
3817,2645,66,0
3818,3207,228,1
3819,1787,10,1
3820,7412,269,1
3821,1870,1499,0
3822,2621,321,0
3823,7414,235,0
3824,4325,764,0
3825,2130,17,0
3826,7418,228,1
3827,569,17,0
3828,5358,962,0
3829,6424,991,1
3830,7147,32,0
3831,7433,0,0
3832,3308,14,0
3833,7435,129,1
3834,7437,402,1
3835,7440,39,1
3836,7441,39,1
3837,1511,232,0
3838,4339,175,0
3839,1403,675,1
3840,7447,189,1
3841,3475,44,0
3842,4230,26,0
3843,1104,118,1
3844,7455,1506,1
3845,7456,106,1
3846,7457,17,0
3847,7459,82,1
3848,5043,1507,0
3849,7461,40,1
3850,7463,214,1
3851,7464,48,0
3852,688,546,1
3853,7465,546,1
3854,7468,52,0
3855,1392,0,0
3856,7470,126,1
3857,6643,429,0
3858,7408,654,1
3859,714,743,0
3860,3405,17,0
3861,1988,40,1
3862,472,266,0
3863,1177,1511,1
3864,7475,366,1
3865,7479,104,1
3866,156,242,1
3867,5197,17,0
3868,1102,810,0
3869,7485,806,1
3870,7490,237,0
3871,1640,344,0
3872,6668,658,0
3873,7492,1513,0
3874,7496,52,0
3875,6005,1198,0
3876,73,235,1
3877,7323,495,1
3878,7501,41,0
3879,4605,654,0
3880,3787,270,1
3881,3247,197,0
3882,1765,16,0
3883,2846,78,1
3884,7509,115,0
3885,1870,278,0
3886,7511,155,1
3887,7513,286,0
3888,7514,210,1
3889,7515,47,1
3890,7516,52,0
3891,1375,1312,0
3892,268,219,0
3893,7519,26,0
3894,383,184,1
3895,7509,189,1
3896,7523,18,0
3897,7524,115,0
3898,7527,135,1
3899,7130,231,0
3900,5416,1060,1
3901,7528,566,1
3902,1303,141,0
3903,7532,412,0
3904,7533,816,0
3905,7537,53,1
3906,7540,82,1
3907,7542,32,0
3908,6259,111,0
3909,1671,813,1
3910,7543,210,1
3911,7545,134,1
3912,2723,100,1
3913,7549,40,0
3914,7550,180,0
3915,7552,399,0
3916,7553,86,0
3917,7557,100,1
3918,1966,836,1
3919,7558,17,0
3920,7559,100,1
3921,6017,100,1
3922,1628,1515,1
3923,7561,17,0
3924,7563,40,1
3925,7564,149,0
3926,4287,29,0
3927,7566,709,0
3928,7567,101,0
3929,3924,17,0
3930,7571,932,1
3931,7574,412,0
3932,7576,210,1
3933,63,86,0
3934,7578,402,1
3935,1675,584,0
3936,7583,40,1
3937,3620,39,1
3938,7587,155,0
3939,7588,39,1
3940,7589,40,1
3941,7591,857,1
3942,44,0,0
3943,1040,612,0
3944,7596,32,0
3945,7597,26,1
3946,2190,443,1
3947,7598,181,0
3948,7602,0,1
3949,3022,345,0
3950,7604,219,1
3951,2249,1456,0
3952,985,39,1
3953,2856,19,1
3954,6668,587,0
3955,7607,483,1
3956,2869,39,1
3957,7608,906,0
3958,7074,40,1
3959,3518,439,1
3960,697,40,1
3961,728,242,1
3962,7383,100,1
3963,791,503,0
3964,7229,0,0
3965,1565,1172,0
3966,955,1070,0
3967,6116,32,0
3968,995,52,0
3969,7616,91,1
3970,7619,483,0
3971,2560,214,0
3972,7624,126,1
3973,4539,39,1
3974,1945,118,0
3975,7629,0,0
3976,2856,539,0
3977,7631,91,0
3978,524,1504,0
3979,7632,34,0
3980,7633,34,1
3981,7634,658,0
3982,7635,402,1
3983,7638,1520,1
3984,7639,237,0
3985,7640,750,0
3986,7561,0,0
3987,1109,41,0
3988,7642,345,1
3989,3619,197,1
3990,7648,60,0
3991,7649,597,1
3992,2770,552,1
3993,7654,98,1
3994,2053,1521,0
3995,7655,115,0
3996,1195,242,0
3997,5135,41,0
3998,3897,515,0
3999,7666,41,0
4000,2388,73,1
4001,6432,442,0
4002,938,129,1
4003,2110,844,0
4004,7670,106,1
4005,7465,246,0
4006,1675,48,0
4007,2115,392,0
4008,7673,91,0
4009,7674,965,1
4010,4941,27,0
4011,5346,0,0
4012,7678,836,0
4013,7679,228,1
4014,7682,32,0
4015,472,1525,1
4016,7687,228,1
4017,7689,219,1
4018,7690,13,1
4019,2144,329,0
4020,1220,1527,0
4021,7691,173,1
4022,7694,813,1
4023,7696,52,0
4024,2944,771,1
4025,38,103,0
4026,7698,892,1
4027,5711,351,0
4028,1548,100,0
4029,7700,1095,1
4030,7702,160,1
4031,7703,16,1
4032,7704,40,1
4033,7705,219,1
4034,3544,0,0
4035,1456,39,1
4036,7707,48,0
4037,7708,269,1
4038,7712,26,1
4039,7714,86,1
4040,7716,242,1
4041,7719,857,0
4042,4036,39,1
4043,3167,128,1
4044,7723,242,1
4045,7726,813,1
4046,5893,412,0
4047,1634,1026,1
4048,7727,189,1
4049,7728,344,0
4050,3174,1532,0
4051,4340,103,1
4052,7733,242,1
4053,1391,40,1
4054,7736,271,0
4055,7737,90,0
4056,3878,259,0
4057,2888,141,0
4058,10,155,0
4059,7037,329,1
4060,1763,1534,0
4061,6911,1021,1
4062,6356,52,0
4063,7282,287,0
4064,7745,269,1
4065,7749,160,1
4066,1359,1438,0
4067,7750,546,1
4068,7751,626,1
4069,7683,402,0
4070,900,343,0
4071,160,777,0
4072,7229,78,1
4073,246,481,1
4074,1363,40,1
4075,3100,977,0
4076,4302,100,1
4077,5194,13,0
4078,7765,481,0
4079,7766,21,1
4080,7768,247,1
4081,748,750,1
4082,5996,18,1
4083,7774,86,0
4084,5223,414,1
4085,7778,343,1
4086,2331,1539,0
4087,4981,878,1
4088,3532,115,0
4089,258,0,0
4090,7782,219,1
4091,5463,149,1
4092,2732,135,1
4093,7787,27,0
4094,5740,231,0
4095,7791,86,0
4096,6019,266,0
4097,1642,242,0
4098,3800,408,1
4099,126,0,0
4100,7795,52,0
4101,7796,101,1
4102,7798,32,0
4103,3794,16,0
4104,3103,764,0
4105,5063,115,1
4106,7802,326,1
4107,921,41,0
4108,6048,1543,0
4109,508,1544,0
4110,7807,546,1
4111,7787,16,0
4112,7811,400,1
4113,3792,52,0
4114,7814,39,1
4115,7815,52,0
4116,3520,231,0
4117,6019,17,0
4118,7035,361,0
4119,7819,242,0
4120,6307,1545,0
4121,6869,1221,0
4122,922,72,1
4123,7832,129,1
4124,7833,47,1
4125,2739,824,0
4126,7836,48,0
4127,1945,1546,0
4128,7838,126,1
4129,4698,717,0
4130,7844,22,0
4131,7846,709,0
4132,2004,165,1
4133,3812,100,1
4134,7849,47,0
4135,7851,118,0
4136,3283,112,1
4137,1510,39,0
4138,7855,34,1
4139,5006,173,1
4140,5656,48,0
4141,1799,18,0
4142,7856,242,0
4143,7857,189,1
4144,7864,242,1
4145,7571,1551,1
4146,1445,86,1
4147,7865,39,1
4148,3833,402,0
4149,7866,461,0
4150,7868,578,1
4151,1395,257,0
4152,7871,126,1
4153,6908,457,0
4154,145,17,0
4155,2677,40,1
4156,7880,47,1
4157,2416,0,0
4158,3812,17,0
4159,1627,1135,0
4160,7787,34,0
4161,7501,17,0
4162,5393,515,0
4163,7886,429,0
4164,7150,709,0
4165,4657,90,0
4166,7888,228,1
4167,7135,40,1
4168,7891,72,1
4169,7892,546,1
4170,6954,1095,1
4171,4364,40,1
4172,1578,189,1
4173,7896,26,0
4174,7897,404,1
4175,7901,90,1
4176,7903,39,1
4177,7906,214,1
4178,7907,48,0
4179,5285,70,0
4180,3064,0,0
4181,4614,718,0
4182,5587,1554,0
4183,7915,47,1
4184,7918,27,0
4185,766,537,1
4186,7924,242,1
4187,4732,875,0
4188,4113,598,0
4189,7929,52,0
4190,7930,17,0
4191,2920,473,1
4192,7933,741,1
4193,7935,90,0
4194,6510,48,0
4195,7936,40,1
4196,7938,225,1
4197,2888,627,0
4198,2007,242,0
4199,7940,181,0
4200,7941,0,0
4201,1144,135,1
4202,7943,89,1
4203,7945,32,0
4204,7946,32,0
4205,4453,40,0
4206,6565,476,0
4207,7947,18,0
4208,7948,0,0
4209,7320,547,0
4210,2903,510,1
4211,7953,546,1
4212,1450,841,1
4213,7954,429,0
4214,7957,19,1
4215,677,1272,1
4216,2774,193,1
4217,7961,47,1
4218,7962,131,0
4219,242,279,1
4220,7968,17,0
4221,7971,176,0
4222,907,17,0
4223,3075,343,1
4224,3652,52,0
4225,7973,82,1
4226,7977,19,1
4227,2638,17,0
4228,5956,537,0
4229,7983,813,1
4230,7984,32,0
4231,7017,326,0
4232,7991,278,1
4233,7994,34,1
4234,1578,1558,0
4235,7996,17,0
4236,7997,32,0
4237,7998,1171,0
4238,1137,483,0
4239,7999,1559,1
4240,8004,424,1
4241,8008,515,0
4242,4886,566,1
4243,8010,48,0
4244,2110,32,0
4245,4610,992,0
4246,8014,537,0
4247,48,57,0
4248,8019,34,0
4249,6792,141,1
4250,8021,1417,0
4251,5293,539,0
4252,1935,26,1
4253,8022,32,0
4254,4070,121,0
4255,2,48,0
4256,8027,73,1
4257,6147,1563,1
4258,1331,349,0
4259,7678,1293,1
4260,2580,592,0
4261,8030,991,0
4262,8031,214,0
4263,126,41,0
4264,8035,1391,1
4265,624,41,0
4266,8041,100,1
4267,1331,52,0
4268,8042,126,1
4269,8045,290,0
4270,5680,181,0
4271,8046,583,0
4272,1344,41,0
4273,622,424,1
4274,3951,1564,0
4275,7781,24,0
4276,2733,32,0
4277,8048,34,1
4278,8049,1050,1
4279,8050,412,0
4280,8051,32,0
4281,3423,1050,1
4282,1508,39,1
4283,8055,195,0
4284,3654,52,0
4285,8058,214,0
4286,1314,1566,0
4287,158,86,0
4288,8060,91,1
4289,5000,141,1
4290,472,219,0
4291,7298,460,0
4292,8069,165,1
4293,8074,1569,0
4294,5411,412,0
4295,8075,1471,1
4296,113,645,0
4297,8077,242,1
4298,8078,73,1
4299,4980,17,0
4300,2215,431,1
4301,8086,40,1
4302,5358,40,0
4303,7976,1272,0
4304,8092,320,1
4305,1116,40,1
4306,6877,278,1
4307,5697,0,0
4308,8094,40,1
4309,8096,39,1
4310,8098,0,0
4311,6249,115,0
4312,8106,73,1
4313,8107,473,1
4314,1895,18,0
4315,8109,95,1
4316,3878,483,0
4317,8111,211,1
4318,3669,844,0
4319,8117,125,1
4320,2993,126,1
4321,1690,1573,1
4322,8119,104,1
4323,8120,391,1
4324,8122,105,1
4325,1794,19,1
4326,8126,1093,1
4327,8128,19,0
4328,1946,60,0
4329,2198,48,0
4330,8132,129,1
4331,8134,210,1
4332,268,1011,1
4333,8135,423,1
4334,8137,39,1
4335,8138,189,1
4336,49,476,0
4337,8139,515,0
4338,5691,34,1
4339,4477,510,0
4340,8140,439,0
4341,5656,41,0
4342,8145,126,1
4343,8149,160,0
4344,8150,741,1
4345,322,51,1
4346,8154,1176,0
4347,8156,125,1
4348,8158,160,1
4349,4262,800,0
4350,8163,361,0
4351,1102,214,0
4352,1566,307,1
4353,2866,835,0
4354,7766,17,0
4355,1366,597,1
4356,2784,1198,0
4357,8168,82,1
4358,8170,73,1
4359,8172,100,1
4360,8173,214,0
4361,8176,126,1
4362,8178,40,1
4363,8179,18,0
4364,8184,126,1
4365,242,214,1
4366,8187,320,1
4367,8192,797,1
4368,4544,997,0
4369,7104,19,0
4370,2998,486,0
4371,3002,536,0
4372,624,1584,1
4373,190,17,0
4374,4895,41,0
4375,8200,52,0
4376,8201,260,0
4377,2016,640,0
4378,8202,575,0
4379,1539,13,0
4380,8204,50,1
4381,789,158,0
4382,8206,214,0
4383,6194,0,0
4384,8207,402,1
4385,1197,1586,1
4386,8208,101,0
4387,8209,32,0
4388,4629,242,1
4389,8212,274,0
4390,6067,1588,0
4391,8213,86,1
4392,8214,548,0
4393,8216,93,1
4394,8218,175,0
4395,8221,460,0
4396,8224,100,1
4397,3541,125,1
4398,8227,100,1
4399,8230,193,1
4400,2508,835,0
4401,1962,994,0
4402,6766,1114,1
4403,8235,189,1
4404,5158,100,1
4405,8236,41,1
4406,1257,242,0
4407,2918,32,0
4408,8238,86,0
4409,1873,197,0
4410,5526,617,0
4411,6289,836,1
4412,8242,326,1
4413,6350,692,1
4414,8250,0,0
4415,8251,0,0
4416,2218,439,0
4417,8253,32,0
4418,8254,39,1
4419,8255,788,1
4420,8256,1221,0
4421,8257,91,0
4422,8258,242,1
4423,3617,1453,1
4424,8262,1515,1
4425,8263,0,0
4426,4856,111,0
4427,8264,750,0
4428,8265,193,1
4429,2426,431,1
4430,2284,242,1
4431,6344,487,1
4432,8274,60,0
4433,8275,739,1
4434,8139,243,1
4435,7292,189,1
4436,7282,349,0
4437,8279,17,0
4438,2186,89,0
4439,8280,89,0
4440,8282,13,0
4441,743,458,0
4442,8283,237,1
4443,7203,57,1
4444,8286,195,0
4445,8287,636,0
4446,8289,343,0
4447,8290,344,0
4448,8291,189,1
4449,8292,47,1
4450,4980,48,1
4451,7351,32,0
4452,5806,0,0
4453,8295,52,0
4454,1994,225,1
4455,8299,100,1
4456,8300,0,0
4457,268,1153,0
4458,8301,40,1
4459,8303,189,1
4460,6551,334,1
4461,8304,100,1
4462,8306,32,0
4463,8310,214,1
4464,6380,18,0
4465,8312,100,1
4466,1029,859,1
4467,8214,1318,0
4468,8314,260,1
4469,678,329,0
4470,3437,1600,1
4471,8320,343,1
4472,7707,478,1
4473,7904,961,0
4474,2525,1602,0
4475,215,266,0
4476,7372,18,0
4477,8324,1023,0
4478,7779,404,1
4479,1046,32,0
4480,472,402,0
4481,8329,582,0
4482,8330,126,1
4483,8332,1604,1
4484,7127,1605,0
4485,3093,687,1
4486,8334,100,1
4487,5815,52,0
4488,8335,210,1
4489,3665,932,1
4490,324,48,0
4491,8336,131,0
4492,8337,125,1
4493,4242,41,0
4494,1102,5,0
4495,2882,0,0
4496,8343,73,1
4497,2681,39,1
4498,268,1606,0
4499,7545,103,1
4500,8347,1126,1
4501,169,193,1
4502,8349,235,0
4503,4290,424,1
4504,48,1607,0
4505,665,517,1
4506,2281,13,0
4507,8353,149,0
4508,1870,631,1
4509,4778,547,0
4510,8356,135,1
4511,8357,32,0
4512,8358,40,1
4513,2274,400,1
4514,5573,155,0
4515,3626,41,0
4516,8360,39,1
4517,8361,163,0
4518,1329,60,0
4519,8362,103,1
4520,8363,53,1
4521,251,264,1
4522,3405,1609,1
4523,55,153,0
4524,1570,39,0
4525,8369,48,0
4526,8370,39,0
4527,8374,40,1
4528,2934,286,0
4529,2418,189,1
4530,8381,134,1
4531,215,692,0
4532,8384,1611,1
4533,938,19,1
4534,288,1158,0
4535,1845,266,0
4536,3531,189,1
4537,4387,27,0
4538,38,286,0
4539,8387,34,0
4540,1146,17,1
4541,4977,128,1
4542,8391,626,1
4543,5643,52,0
4544,8393,155,1
4545,8394,343,1
4546,8395,89,0
4547,2452,692,0
4548,8396,269,1
4549,1301,499,1
4550,8401,1612,1
4551,5080,210,1
4552,2609,73,1
4553,8404,412,0
4554,8405,402,1
4555,49,1026,1
4556,5314,515,0
4557,3451,547,0
4558,8416,82,1
4559,8417,100,1
4560,8420,703,1
4561,8421,176,1
4562,8422,401,1
4563,8424,264,0
4564,643,1272,1
4565,387,1615,0
4566,8107,128,0
4567,8430,618,1
4568,7553,57,1
4569,5101,1616,1
4570,156,22,1
4571,8435,126,1
4572,789,1207,0
4573,4137,1060,1
4574,8436,149,0
4575,1204,17,0
4576,8437,86,1
4577,4477,547,0
4578,2237,18,0
4579,7837,126,1
4580,228,457,0
4581,8450,128,0
4582,3169,278,1
4583,1102,278,0
4584,3606,66,0
4585,7794,1619,0
4586,8462,877,0
4587,8464,176,0
4588,8465,857,1
4589,2214,100,1
4590,2270,402,0
4591,2110,219,0
4592,8475,118,1
4593,6328,39,1
4594,8478,39,1
4595,8480,503,0
4596,8482,709,0
4597,8484,91,1
4598,7571,881,0
4599,5641,458,1
4600,6095,22,1
4601,1482,52,0
4602,8489,82,1
4603,8492,47,1
4604,8493,32,0
4605,1195,483,0
4606,8498,1622,0
4607,6201,40,1
4608,7102,326,0
4609,8500,90,1
4610,8501,689,0
4611,8502,214,1
4612,1472,78,1
4613,3374,709,0
4614,6054,460,0
4615,7892,246,0
4616,8504,343,0
4617,1102,208,0
4618,6029,17,0
4619,2053,584,0
4620,3406,48,1
4621,8508,19,1
4622,6289,129,1
4623,7599,906,0
4624,8511,60,0
4625,3431,1520,1
4626,8514,361,0
4627,8515,43,1
4628,578,34,1
4629,1910,39,1
4630,5782,86,0
4631,5333,1044,0
4632,8517,210,1
4633,8518,349,1
4634,8519,39,0
4635,4983,106,0
4636,8521,95,1
4637,8523,91,0
4638,8190,815,1
4639,2429,387,0
4640,6659,497,1
4641,8524,210,1
4642,6193,404,0
4643,5840,149,0
4644,8528,100,1
4645,8533,673,0
4646,7328,0,0
4647,8534,769,1
4648,6506,196,0
4649,8535,539,0
4650,6967,424,1
4651,8438,402,1
4652,8539,329,1
4653,6954,41,0
4654,8542,1095,1
4655,8243,34,0
4656,1395,138,0
4657,8548,141,1
4658,689,448,0
4659,612,57,1
4660,7491,101,0
4661,1734,1630,0
4662,3340,40,1
4663,8550,372,1
4664,3878,208,0
4665,1123,1631,0
4666,5336,577,1
4667,8555,19,0
4668,8556,99,1
4669,8557,17,0
4670,8558,424,1
4671,5913,266,0
4672,8560,478,1
4673,435,39,1
4674,8562,132,0
4675,6687,269,1
4676,7549,547,0
4677,4192,243,1
4678,8565,18,0
4679,8384,228,0
4680,1095,1153,0
4681,8568,1021,1
4682,8569,542,1
4683,8571,160,1
4684,8572,40,1
4685,8575,326,1
4686,458,399,0
4687,4048,322,0
4688,8579,43,1
4689,8583,39,1
4690,8584,546,1
4691,4533,547,0
4692,6266,958,1
4693,8585,219,1
4694,5427,60,0
4695,5032,48,0
4696,8586,17,0
4697,8590,125,1
4698,1303,1566,0
4699,8593,457,0
4700,6213,654,0
4701,907,1634,0
4702,5816,126,1
4703,8594,807,1
4704,8597,271,1
4705,1137,138,0
4706,6438,32,0
4707,8598,228,1
4708,8600,246,0
4709,5900,242,0
4710,8603,577,1
4711,8604,232,1
4712,1977,235,1
4713,8610,402,0
4714,8613,460,0
4715,6888,155,0
4716,8614,214,1
4717,5641,1513,0
4718,5956,0,0
4719,8615,34,1
4720,8619,40,1
4721,6259,269,1
4722,8622,121,1
4723,1527,149,0
4724,1993,32,0
4725,8625,66,0
4726,8626,464,0
4727,8627,126,1
4728,8632,51,1
4729,2951,17,0
4730,7549,546,1
4731,1162,16,1
4732,2418,131,0
4733,8634,57,1
4734,8635,1023,0
4735,8637,412,0
4736,4962,1060,1
4737,6498,0,0
4738,8639,736,1
4739,858,100,1
4740,1723,320,1
4741,8642,126,1
4742,5590,476,0
4743,8644,126,1
4744,3406,1335,0
4745,8645,129,0
4746,3963,1172,0
4747,8648,274,0
4748,8649,343,1
4749,2253,246,0
4750,4097,1584,1
4751,5332,210,0
4752,7851,40,1
4753,2662,402,1
4754,6076,228,1
4755,8659,40,1
4756,8662,39,1
4757,49,579,0
4758,6194,17,0
4759,5745,131,0
4760,8666,132,0
4761,4048,442,0
4762,8671,18,0
4763,8672,126,1
4764,3044,1238,0
4765,1094,555,0
4766,6458,904,1
4767,8464,73,1
4768,8504,654,1
4769,8679,343,1
4770,8680,741,1
4771,8684,654,1
4772,215,443,1
4773,4097,936,1
4774,297,52,0
4775,8689,41,0
4776,8693,402,1
4777,242,1645,1
4778,2109,17,0
4779,5044,41,0
4780,5671,91,0
4781,797,17,0
4782,667,31,1
4783,242,455,1
4784,8704,43,1
4785,8706,47,1
4786,3375,91,0
4787,8707,1145,0
4788,7940,392,0
4789,8535,129,0
4790,5271,187,0
4791,49,22,0
4792,5142,0,0
4793,8356,17,0
4794,7091,242,0
4795,8716,126,1
4796,7179,764,0
4797,943,351,0
4798,8723,101,0
4799,8724,228,1
4800,8725,977,0
4801,6551,196,0
4802,8727,126,1
4803,3366,386,0
4804,4280,17,0
4805,3342,189,1
4806,8734,1090,1
4807,3037,126,1
4808,8735,60,0
4809,472,321,0
4810,1014,73,1
4811,13,1649,1
4812,1827,40,1
4813,5181,98,0
4814,8016,278,1
4815,6705,242,0
4816,34,111,0
4817,6217,173,1
4818,8752,86,0
4819,800,254,0
4820,8756,495,0
4821,4429,32,0
4822,8761,944,1
4823,5534,165,1
4824,2300,709,0
4825,1890,27,1
4826,8517,1637,0
4827,5210,992,0
4828,617,343,1
4829,5796,52,0
4830,1794,539,0
4831,8766,39,1
4832,7254,709,0
4833,1963,126,1
4834,3283,41,0
4835,5534,189,1
4836,8771,1654,0
4837,8772,60,0
4838,458,5,0
4839,6103,193,1
4840,2488,457,0
4841,352,26,1
4842,8777,180,0
4843,8778,741,1
4844,3470,243,1
4845,3611,372,1
4846,8718,100,1
4847,3264,631,0
4848,7538,189,1
4849,8791,41,0
4850,1146,41,1
4851,8472,187,1
4852,2566,128,1
4853,943,1655,0
4854,6154,134,1
4855,8803,412,0
4856,6123,41,0
4857,8809,269,1
4858,1201,242,1
4859,433,872,0
4860,8817,34,1
4861,8819,260,0
4862,7836,41,0
4863,385,260,1
4864,8077,196,0
4865,2286,13,0
4866,686,483,0
4867,4745,19,1
4868,8825,39,1
4869,6245,100,1
4870,4557,17,0
4871,4422,155,0
4872,7598,129,1
4873,8832,326,1
4874,8834,189,1
4875,8835,1659,0
4876,2763,19,0
4877,8838,167,1
4878,3148,910,0
4879,3380,39,1
4880,8845,892,1
4881,950,802,0
4882,8847,176,1
4883,8848,111,0
4884,6456,39,0
4885,4357,60,0
4886,4270,692,0
4887,2037,111,0
4888,8855,343,1
4889,8856,27,1
4890,8861,1663,0
4891,4918,86,0
4892,2193,39,1
4893,1197,1664,1
4894,8865,73,1
4895,7571,215,0
4896,8866,813,1
4897,302,271,1
4898,8867,577,1
4899,8868,17,0
4900,843,34,0
4901,8870,129,1
4902,8871,0,0
4903,4065,189,1
4904,8873,131,0
4905,2678,91,1
4906,8875,26,1
4907,8876,931,1
4908,1022,286,0
4909,242,1346,1
4910,7266,149,0
4911,5628,101,0
4912,8881,932,1
4913,8505,242,1
4914,4832,129,0
4915,1095,489,0
4916,8884,16,1
4917,3705,60,0
4918,8887,48,0
4919,6064,242,0
4920,6919,27,0
4921,2064,228,1
4922,8893,13,1
4923,5859,39,1
4924,8897,19,1
4925,8903,48,0
4926,8703,155,1
4927,8904,813,1
4928,3003,52,0
4929,2437,1312,0
4930,8909,39,1
4931,1481,160,1
4932,4799,32,0
4933,8913,293,1
4934,5694,47,0
4935,8195,48,0
4936,5307,86,0
4937,5926,460,0
4938,6429,219,0
4939,8922,126,1
4940,8923,269,1
4941,2714,260,0
4942,8926,176,0
4943,8927,278,1
4944,3123,539,1
4945,3655,101,0
4946,1620,764,0
4947,8931,736,1
4948,8098,103,1
4949,8932,155,0
4950,8933,1312,0
4951,5600,100,0
4952,8940,1306,0
4953,8941,546,1
4954,8942,39,1
4955,8945,47,1
4956,3632,73,0
4957,8946,307,1
4958,8947,977,0
4959,1466,743,1
4960,7607,1304,1
4961,8950,210,1
4962,8952,47,1
4963,8953,228,1
4964,49,404,0
4965,8954,0,0
4966,3632,176,1
4967,8957,546,1
4968,415,39,1
4969,210,259,0
4970,8574,82,1
4971,8963,502,0
4972,375,17,0
4973,8965,412,0
4974,8966,32,0
4975,8967,717,0
4976,3778,57,1
4977,943,597,0
4978,4678,658,0
4979,8971,242,0
4980,8972,17,0
4981,2616,334,1
4982,8975,100,1
4983,8977,343,1
4984,8978,0,0
4985,8979,1198,0
4986,2472,329,0
4987,7693,82,1
4988,8983,91,0
4989,8984,149,0
4990,1197,1674,1
4991,1859,959,1
4992,8985,232,1
4993,1734,1675,0
4994,8987,86,1
4995,2445,616,0
4996,7204,1114,1
4997,1197,1676,1
4998,6253,52,0
4999,8388,155,0
5000,8993,1051,1
5001,8995,149,0
5002,2052,63,0
5003,8683,247,1
5004,8255,13,0
5005,9002,274,0
5006,3730,354,0
5007,6848,41,0
5008,3561,43,1
5009,9005,155,0
5010,2523,461,1
5011,4204,160,1
5012,9012,17,0
5013,9019,246,0
5014,9020,39,1
5015,2595,0,0
5016,268,1166,0
5017,8293,13,0
5018,9025,40,1
5019,1880,402,1
5020,685,351,0
5021,4821,52,0
5022,7245,329,0
5023,9029,473,1
5024,4733,91,0
5025,8030,627,0
5026,1182,836,0
5027,9032,160,1
5028,9035,753,0
5029,9036,19,1
5030,9037,836,0
5031,1511,424,1
5032,7696,100,1
5033,508,1682,0
5034,1768,536,0
5035,1471,0,0
5036,943,259,0
5037,9041,19,0
5038,242,504,1
5039,9045,60,0
5040,6008,40,1
5041,9047,344,0
5042,9048,412,0
5043,9049,53,1
5044,4766,17,0
5045,1102,536,0
5046,9051,47,1
5047,1190,135,1
5048,728,1504,0
5049,9053,91,1
5050,1683,16,1
5051,108,48,0
5052,9057,43,1
5053,9062,18,0
5054,242,1376,1
5055,8534,40,0
5056,9067,52,0
5057,9070,442,0
5058,9071,0,0
5059,2485,546,1
5060,268,483,0
5061,651,34,1
5062,9075,73,1
5063,2053,111,0
5064,3143,477,0
5065,2596,636,0
5066,9078,343,1
5067,4039,957,1
5068,302,391,0
5069,228,101,0
5070,4411,460,0
5071,9083,460,0
5072,9084,560,1
5073,9087,100,1
5074,8514,246,0
5075,559,412,0
5076,7703,457,0
5077,8238,91,0
5078,1708,320,1
5079,3148,1525,1
5080,9095,17,0
5081,7073,52,0
5082,9100,1021,1
5083,242,631,1
5084,9102,1346,0
5085,9103,101,0
5086,9106,286,1
5087,8401,355,0
5088,4072,128,0
5089,8666,26,1
5090,4962,1204,0
5091,9111,857,1
5092,9112,431,1
5093,6655,0,0
5094,4567,1141,0
5095,9113,39,1
5096,2585,0,0
5097,2353,372,0
5098,8163,546,1
5099,3406,197,0
5100,4495,1688,0
5101,28,479,1
5102,2972,82,1
5103,9121,247,1
5104,324,17,0
5105,9123,40,1
5106,9124,361,0
5107,247,326,0
5108,9127,402,0
5109,1873,17,0
5110,9129,274,0
5111,9130,410,0
5112,2508,40,1
5113,2359,39,1
5114,3945,844,0
